text
为何我要歌颂耶稣
为基督大业
为我受伤
未竟的使命
稳固根基
我爱祢名
我爱慕祢的律法
我爱我主国度
我爱宣传主福音
我并不知
我不以主为耻
我不知明天的道路
我曾经伏在耶稣脚前
我从不知
我的荣耀惟在救赎主
我的眼睛已经看见
我歌颂祢
我何处去
我今痛悔
我来朝见祢，救赎我的主
我灵奋起
我灵提防
我灵赞美天上君王
我们既已领受圣餐
我们聚集生命河边
我们渴望的耶稣
我们信（使徒信经）
我们信靠一真神
我确知主已复活
我神所定尽都美善
我是个罪人
我是主的羊
我相信一山岗名叫各各他
我心充满感恩
我心灵得安宁
我心确知救主活着
我心三愿
我要唱奇妙的故事
我要耶稣
我已经决定
我有救赎恩主
我原是迷路羊
我愿像主
我愿做主俘虏
我怎能停止歌唱
我站在主前
我正安息
我知救赎主活着
我知所信的是谁
我主耶稣是生命源
无比大爱
无朋友待我像耶稣
无所不在的神
无我惟主
夕阳西沉
洗礼
先求祂的国
先圣之神
先贤之信
献己于主
献上感恩的心
向高处行
向主感恩祈求
小伯利恒
偕我同住
新生王
信靠顺服
信靠耶稣真是甜美
信徒，每逢受试探
信徒齐来颂主
信徒如同精兵
信徒是否看见
信仰颂
信仰颂A
信仰颂B
兴起为耶稣
宣主尊荣
血肉之人岂可夸口
寻得真爱
压伤的芦苇祂不折断
扬声赞美主
仰望羔羊
仰望救主
仰望十架
要遍传福音
耶和华是我拯救1
耶和华是我拯救2
耶稣，谢谢祢！
耶稣爱我
耶稣宝血赎罪功效
耶稣不改变
耶稣的脚踪
耶稣独自祷告
耶稣恩友
耶稣基督是我一切
耶稣今日已复活
耶稣领我
耶稣祢最宝贵
耶稣普治
耶稣奇妙的救恩
耶稣奇妙的主
耶稣是我磐石
耶稣受难
耶稣我君王
耶稣我来
夜半歌声
一路引导
一切全献上
一切属主
一群大能的子民
一日
一主一信一洗
依傍十架
以爱回应
以马内利，恳求降临
因祂活着
因信称义永不再定罪
殷勤做工，竭力效命
殷勤做工
引人归主
隐藏的爱
应许之歌
永世之光
永颂上主
有福的确据
有平安在我心
有我救主心志
有我名在内么
有一活泉
与主面对面
与主相亲
玉漏沙残时将尽
预备道路
预备心灵到主前
愈加亲近我
愿跟随主
愿你的名为圣
愿生命如明灯
愿主赐福保护你
愿主为我擘开生命的饼
愿主旨意成全
再相会
在大卫城中
在各各他
在寒冷的严冬
在神高天宝座前
在这安静时刻
赞父奇爱
赞美全能真神
赞美上主荣耀君王
赞美圣灵
赞美祂名-A
赞美祂名-B
赞美我天父
赞美耶稣
赞美真神
赞美主奇妙救赎
赞慕福地
这世界非我家
这是天父世界
真神的灵充满我
真神妙爱
真神在圣殿中
指示祢路
至善圣灵
众生之神
众生中保
众圣歌
众圣徒当欢欣
重担都解脱在加略山
诸天述说上主荣耀
诸天赞美
主，垂顾教会的需要
主，祢圣首满伤迹
主，祢牺牲的爱
主，我来就祢
主，我思念祢
主！使我更爱祢
主爱何等长阔高深
主爱每晨俱新
主爱深长-1
主爱深长-2
主爱在中国
主必保守我
主必快来
主必预备
主翅膀下
主担我忧患
主祷文
主的爱
主的轭容易
主恩更多
主复活
主活着
主接纳罪人
主离开高天
主妙爱展现
主内有真平安
主亲作保障
主请说
主日
主手所造
主我今来
主言美妙
主耶和华是我牧者
主意尽美
主因我受难
主在圣殿中
主在我们中间
主自己
注目羔羊
祝福
祝福歌
紫袍荆冠
自耶稣来住在我心
宗教改革纪念圣诗
最伟大信息
罪债还毕
尊贵名
遵命有福
遵旨做工
遵主恩言
